MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
VOLKSWAGEN,TOUAREG TDI CLEAN DIESEL,SUV - STANDARD,3,6,AS8,D,12.3,8,10.4,27,281
VOLVO,S60,COMPACT,2.5,5,AS6,X,11.3,7.8,9.7,29,223
VOLVO,S60 AWD,COMPACT,2.5,5,AS6,X,11.6,8.3,10.1,28,232
VOLVO,S60 AWD,COMPACT,3,6,AS6,X,13.2,9.5,11.5,25,264
VOLVO,S80,MID-SIZE,3.2,6,AS6,X,11.9,8.1,10.2,28,235
VOLVO,S80 AWD,MID-SIZE,3,6,AS6,X,13.2,9.5,11.5,25,264
VOLVO,XC60,SUV - SMALL,3.2,6,AS6,X,13,8.9,11.2,25,258
VOLVO,XC60 AWD,SUV - SMALL,3,6,AS6,X,13.4,9.8,11.8,24,271
VOLVO,XC60 AWD,SUV - SMALL,3.2,6,AS6,X,13.2,9.5,11.5,25,264
VOLVO,XC70 AWD,SUV - SMALL,3,6,AS6,X,13.4,9.8,11.8,24,271
VOLVO,XC70 AWD,SUV - SMALL,3.2,6,AS6,X,12.9,9.3,11.3,25,260
VOLVO,XC90 AWD,SUV - STANDARD,3.2,6,AS6,X,14.9,10.2,12.8,22,294
